iso_a3,cropname,n_total,n_flagged,flag_pct
AFG,Barley,24,0,0.0
AFG,Maize,24,0,0.0
AFG,Millet,24,11,0.4583333333333333
AFG,Potatoes,24,0,0.0
AFG,Pulses nes,24,19,0.7916666666666666
AFG,"Rice, paddy",24,0,0.0
AFG,Seed cotton,24,3,0.125
AFG,Soybeans,2,0,0.0
AFG,Sugar beet,24,4,0.16666666666666666
AFG,Sunflower seed,24,20,0.8333333333333334
AFG,Wheat,24,0,0.0
AGO,Cassava,24,0,0.0
AGO,"Groundnuts, with shell",24,0,0.0
AGO,Maize,24,0,0.0
AGO,Millet,24,4,0.16666666666666666
AGO,Potatoes,24,0,0.0
AGO,"Rice, paddy",24,0,0.0
AGO,Seed cotton,24,24,1.0
AGO,Sorghum,24,7,0.2916666666666667
AGO,Soybeans,24,7,0.2916666666666667
AGO,Sunflower seed,24,24,1.0
AGO,Sweet potatoes,24,0,0.0
AGO,Wheat,24,22,0.9166666666666666
ALB,Barley,24,0,0.0
ALB,Maize,24,0,0.0
ALB,Oats,24,0,0.0
ALB,Potatoes,24,0,0.0
ALB,Pulses nes,24,24,1.0
ALB,Rye,24,0,0.0
ALB,Seed cotton,24,24,1.0
ALB,Soybeans,24,0,0.0
ALB,Sugar beet,24,7,0.2916666666666667
ALB,Sunflower seed,24,0,0.0
ALB,Wheat,24,0,0.0
ARE,Barley,4,0,0.0
ARE,Maize,24,8,0.3333333333333333
ARE,Potatoes,24,5,0.20833333333333334
ARE,Wheat,9,1,0.1111111111111111
ARG,Barley,24,0,0.0
ARG,Cassava,24,24,1.0
ARG,"Groundnuts, with shell",24,0,0.0
ARG,Maize,24,0,0.0
ARG,Millet,24,0,0.0
ARG,Oats,24,0,0.0
ARG,Potatoes,24,22,0.9166666666666666
ARG,Rapeseed,24,0,0.0
ARG,"Rice, paddy",24,0,0.0
ARG,Rye,24,0,0.0
ARG,Seed cotton,24,0,0.0
ARG,Sorghum,24,0,0.0
ARG,Soybeans,24,0,0.0
ARG,Sunflower seed,24,0,0.0
ARG,Sweet potatoes,24,23,0.9583333333333334
ARG,Wheat,24,0,0.0
ARM,Barley,24,0,0.0
ARM,Maize,24,0,0.0
ARM,Oats,24,0,0.0
ARM,Potatoes,24,0,0.0
ARM,Pulses nes,21,7,0.3333333333333333
ARM,Rye,24,0,0.0
ARM,Sugar beet,24,22,0.9166666666666666
ARM,Wheat,24,0,0.0
ATG,Cassava,24,20,0.8333333333333334
ATG,Maize,24,24,1.0
ATG,Seed cotton,24,24,1.0
ATG,Sweet potatoes,24,20,0.8333333333333334
ATG,Yams,24,24,1.0
AUS,Barley,24,0,0.0
AUS,"Groundnuts, with shell",24,1,0.041666666666666664
AUS,Maize,24,0,0.0
AUS,Millet,24,15,0.625
AUS,Oats,24,0,0.0
AUS,Potatoes,24,3,0.125
AUS,Rapeseed,24,0,0.0
AUS,"Rice, paddy",24,0,0.0
AUS,Rye,24,14,0.5833333333333334
AUS,Seed cotton,24,6,0.25
AUS,Sorghum,24,0,0.0
AUS,Soybeans,24,0,0.0
AUS,Sugar beet,3,3,1.0
AUS,Sunflower seed,24,2,0.08333333333333333
AUS,Sweet potatoes,24,19,0.7916666666666666
AUS,Wheat,24,0,0.0
AUT,Barley,24,0,0.0
AUT,Maize,24,0,0.0
AUT,Millet,18,5,0.2777777777777778
AUT,Oats,24,0,0.0
AUT,Potatoes,24,0,0.0
AUT,Pulses nes,24,1,0.041666666666666664
AUT,Rapeseed,24,0,0.0
AUT,Rye,24,0,0.0
AUT,Sorghum,14,0,0.0
AUT,Soybeans,24,0,0.0
AUT,Sugar beet,24,0,0.0
AUT,Sunflower seed,24,0,0.0
AUT,Wheat,24,0,0.0
AZE,Barley,24,0,0.0
AZE,Maize,24,0,0.0
AZE,Millet,21,1,0.047619047619047616
AZE,Oats,24,0,0.0
AZE,Potatoes,24,0,0.0
AZE,Pulses nes,24,0,0.0
AZE,"Rice, paddy",24,0,0.0
AZE,Rye,24,0,0.0
AZE,Seed cotton,24,0,0.0
AZE,Sorghum,15,2,0.13333333333333333
AZE,Soybeans,22,17,0.7727272727272727
AZE,Sugar beet,24,0,0.0
AZE,Sunflower seed,24,0,0.0
AZE,Wheat,24,0,0.0
BDI,Cassava,24,15,0.625
BDI,"Groundnuts, with shell",24,17,0.7083333333333334
BDI,Maize,24,15,0.625
BDI,Millet,24,22,0.9166666666666666
BDI,Potatoes,24,16,0.6666666666666666
BDI,"Rice, paddy",24,16,0.6666666666666666
BDI,Seed cotton,24,13,0.5416666666666666
BDI,Sorghum,24,12,0.5
BDI,Soybeans,24,18,0.75
BDI,Sweet potatoes,24,15,0.625
BDI,Wheat,24,16,0.6666666666666666
BDI,Yams,24,19,0.7916666666666666
BEL,Barley,24,0,0.0
BEL,Maize,24,0,0.0
BEL,Oats,24,0,0.0
BEL,Potatoes,24,0,0.0
BEL,Pulses nes,6,0,0.0
BEL,Rapeseed,24,0,0.0
BEL,Rye,24,0,0.0
BEL,Sugar beet,24,0,0.0
BEL,Wheat,24,0,0.0
BEN,Cassava,24,0,0.0
BEN,"Groundnuts, with shell",24,0,0.0
BEN,Maize,24,0,0.0
BEN,Millet,24,0,0.0
BEN,Potatoes,22,9,0.4090909090909091
BEN,"Rice, paddy",24,0,0.0
BEN,Seed cotton,24,4,0.16666666666666666
BEN,Sorghum,24,0,0.0
BEN,Soybeans,24,0,0.0
BEN,Sweet potatoes,24,0,0.0
BEN,Yams,24,0,0.0
BFA,Cassava,24,24,1.0
BFA,"Groundnuts, with shell",24,0,0.0
BFA,Maize,24,0,0.0
BFA,Millet,24,0,0.0
BFA,Potatoes,24,20,0.8333333333333334
BFA,Pulses nes,24,24,1.0
BFA,"Rice, paddy",24,0,0.0
BFA,Seed cotton,24,0,0.0
BFA,Sorghum,24,0,0.0
BFA,Soybeans,24,1,0.041666666666666664
BFA,Sweet potatoes,24,2,0.08333333333333333
BFA,Yams,24,0,0.0
BGD,Barley,24,0,0.0
BGD,"Groundnuts, with shell",24,0,0.0
BGD,Maize,24,0,0.0
BGD,Millet,24,6,0.25
BGD,Potatoes,24,0,0.0
BGD,Pulses nes,24,0,0.0
BGD,Rapeseed,24,0,0.0
BGD,"Rice, paddy",24,0,0.0
BGD,Seed cotton,24,14,0.5833333333333334
BGD,Sorghum,24,0,0.0
BGD,Soybeans,19,0,0.0
BGD,Sweet potatoes,24,0,0.0
BGD,Wheat,24,0,0.0
BGR,Barley,24,0,0.0
BGR,"Groundnuts, with shell",18,1,0.05555555555555555
BGR,Maize,24,1,0.041666666666666664
BGR,Millet,18,3,0.16666666666666666
BGR,Oats,24,0,0.0
BGR,Potatoes,24,0,0.0
BGR,Pulses nes,18,10,0.5555555555555556
BGR,Rapeseed,24,1,0.041666666666666664
BGR,"Rice, paddy",24,0,0.0
BGR,Rye,24,1,0.041666666666666664
BGR,Seed cotton,22,0,0.0
BGR,Sorghum,24,2,0.08333333333333333
BGR,Soybeans,24,0,0.0
BGR,Sugar beet,8,0,0.0
BGR,Sunflower seed,24,0,0.0
BGR,Wheat,24,0,0.0
BHR,Potatoes,24,10,0.4166666666666667
BHR,Pulses nes,21,18,0.8571428571428571
BHS,Cassava,24,19,0.7916666666666666
BHS,Maize,24,21,0.875
BHS,Sweet potatoes,24,24,1.0
BIH,Barley,24,1,0.041666666666666664
BIH,Maize,24,1,0.041666666666666664
BIH,Oats,24,1,0.041666666666666664
BIH,Potatoes,24,1,0.041666666666666664
BIH,Rapeseed,24,1,0.041666666666666664
BIH,Rye,24,1,0.041666666666666664
BIH,Soybeans,24,1,0.041666666666666664
BIH,Sugar beet,22,20,0.9090909090909091
BIH,Sunflower seed,24,0,0.0
BIH,Wheat,24,1,0.041666666666666664
BLR,Barley,24,1,0.041666666666666664
BLR,Maize,24,1,0.041666666666666664
BLR,Millet,24,16,0.6666666666666666
BLR,Oats,24,2,0.08333333333333333
BLR,Potatoes,24,0,0.0
BLR,Rapeseed,24,0,0.0
BLR,Rye,24,1,0.041666666666666664
BLR,Sugar beet,24,0,0.0
BLR,Sunflower seed,24,0,0.0
BLR,Wheat,24,2,0.08333333333333333
BLZ,Cassava,24,1,0.041666666666666664
BLZ,"Groundnuts, with shell",24,0,0.0
BLZ,Maize,24,0,0.0
BLZ,Potatoes,24,0,0.0
BLZ,"Rice, paddy",24,0,0.0
BLZ,Sorghum,24,0,0.0
BLZ,Soybeans,24,0,0.0
BLZ,Sweet potatoes,24,1,0.041666666666666664
BLZ,Yams,24,1,0.041666666666666664
BOL,Barley,24,0,0.0
BOL,Cassava,24,0,0.0
BOL,"Groundnuts, with shell",24,0,0.0
BOL,Maize,24,0,0.0
BOL,Oats,24,0,0.0
BOL,Potatoes,24,0,0.0
BOL,"Rice, paddy",24,0,0.0
BOL,Rye,24,0,0.0
BOL,Seed cotton,24,24,1.0
BOL,Sorghum,24,0,0.0
BOL,Soybeans,24,0,0.0
BOL,Sunflower seed,24,0,0.0
BOL,Sweet potatoes,24,0,0.0
BOL,Wheat,24,0,0.0
BRA,Barley,24,0,0.0
BRA,Cassava,24,0,0.0
BRA,"Groundnuts, with shell",24,0,0.0
BRA,Maize,24,0,0.0
BRA,Oats,24,0,0.0
BRA,Potatoes,24,0,0.0
BRA,Rapeseed,24,0,0.0
BRA,"Rice, paddy",24,0,0.0
BRA,Rye,24,0,0.0
BRA,Seed cotton,24,0,0.0
BRA,Sorghum,24,0,0.0
BRA,Soybeans,24,0,0.0
BRA,Sunflower seed,24,0,0.0
BRA,Sweet potatoes,24,0,0.0
BRA,Wheat,24,0,0.0
BRA,Yams,24,24,1.0
BRB,Cassava,24,21,0.875
BRB,"Groundnuts, with shell",24,22,0.9166666666666666
BRB,Maize,24,23,0.9583333333333334
BRB,Pulses nes,24,24,1.0
BRB,Sweet potatoes,24,21,0.875
BRB,Yams,24,21,0.875
BRN,Cassava,24,24,1.0
BRN,"Rice, paddy",24,0,0.0
BRN,Sweet potatoes,24,24,1.0
BTN,Barley,24,1,0.041666666666666664
BTN,Cassava,11,2,0.18181818181818182
BTN,"Groundnuts, with shell",8,0,0.0
BTN,Maize,24,1,0.041666666666666664
BTN,Millet,24,1,0.041666666666666664
BTN,Potatoes,24,1,0.041666666666666664
BTN,Pulses nes,24,22,0.9166666666666666
BTN,"Rice, paddy",24,2,0.08333333333333333
BTN,Soybeans,24,6,0.25
BTN,Sunflower seed,12,0,0.0
BTN,Sweet potatoes,20,4,0.2
BTN,Wheat,24,1,0.041666666666666664
BTN,Yams,11,8,0.7272727272727273
BWA,"Groundnuts, with shell",24,4,0.16666666666666666
BWA,Maize,24,1,0.041666666666666664
BWA,Millet,24,7,0.2916666666666667
BWA,Potatoes,7,3,0.42857142857142855
BWA,Pulses nes,24,8,0.3333333333333333
BWA,Seed cotton,24,24,1.0
BWA,Sorghum,24,10,0.4166666666666667
BWA,Sunflower seed,24,8,0.3333333333333333
BWA,Sweet potatoes,6,5,0.8333333333333334
BWA,Wheat,15,7,0.4666666666666667
CAF,Cassava,24,7,0.2916666666666667
CAF,"Groundnuts, with shell",24,7,0.2916666666666667
CAF,Maize,24,7,0.2916666666666667
CAF,Millet,24,15,0.625
CAF,Potatoes,24,24,1.0
CAF,Pulses nes,24,24,1.0
CAF,"Rice, paddy",24,7,0.2916666666666667
CAF,Seed cotton,24,15,0.625
CAF,Sorghum,24,8,0.3333333333333333
CAF,Yams,24,24,1.0
CAN,Barley,24,0,0.0
CAN,Maize,24,0,0.0
CAN,Oats,24,0,0.0
CAN,Potatoes,24,0,0.0
CAN,Rapeseed,24,0,0.0
CAN,Rye,24,0,0.0
CAN,Soybeans,24,0,0.0
CAN,Sugar beet,24,0,0.0
CAN,Sunflower seed,24,0,0.0
CAN,Wheat,24,0,0.0
CHE,Barley,24,0,0.0
CHE,Maize,24,0,0.0
CHE,Millet,15,0,0.0
CHE,Oats,24,0,0.0
CHE,Potatoes,24,0,0.0
CHE,Rapeseed,24,0,0.0
CHE,Rye,24,0,0.0
CHE,Soybeans,24,0,0.0
CHE,Sugar beet,24,0,0.0
CHE,Sunflower seed,24,0,0.0
CHE,Wheat,24,0,0.0
CHL,Barley,24,0,0.0
CHL,Maize,24,0,0.0
CHL,Oats,24,0,0.0
CHL,Potatoes,24,0,0.0
CHL,Rapeseed,24,0,0.0
CHL,"Rice, paddy",24,0,0.0
CHL,Rye,24,7,0.2916666666666667
CHL,Sugar beet,24,0,0.0
CHL,Sunflower seed,24,0,0.0
CHL,Sweet potatoes,24,24,1.0
CHL,Wheat,24,0,0.0
CHN,Barley,24,6,0.25
CHN,Cassava,24,24,1.0
CHN,"Groundnuts, with shell",24,0,0.0
CHN,Maize,24,2,0.08333333333333333
CHN,Millet,24,2,0.08333333333333333
CHN,Oats,24,21,0.875
CHN,Potatoes,24,10,0.4166666666666667
CHN,Pulses nes,24,8,0.3333333333333333
CHN,Rapeseed,24,0,0.0
CHN,"Rice, paddy",24,0,0.0
CHN,Rye,24,22,0.9166666666666666
CHN,Seed cotton,24,5,0.20833333333333334
CHN,Sorghum,24,2,0.08333333333333333
CHN,Soybeans,24,1,0.041666666666666664
CHN,Sugar beet,24,0,0.0
CHN,Sunflower seed,24,1,0.041666666666666664
CHN,Sweet potatoes,24,11,0.4583333333333333
CHN,Wheat,24,0,0.0
CIV,Cassava,24,11,0.4583333333333333
CIV,"Groundnuts, with shell",24,11,0.4583333333333333
CIV,Maize,24,11,0.4583333333333333
CIV,Millet,24,12,0.5
CIV,Pulses nes,24,24,1.0
CIV,"Rice, paddy",24,11,0.4583333333333333
CIV,Seed cotton,24,11,0.4583333333333333
CIV,Sorghum,24,11,0.4583333333333333
CIV,Soybeans,24,17,0.7083333333333334
CIV,Sweet potatoes,24,11,0.4583333333333333
CIV,Yams,24,11,0.4583333333333333
CMR,Cassava,24,6,0.25
CMR,"Groundnuts, with shell",24,1,0.041666666666666664
CMR,Maize,24,0,0.0
CMR,Millet,24,15,0.625
CMR,Potatoes,24,11,0.4583333333333333
CMR,Pulses nes,24,24,1.0
CMR,"Rice, paddy",24,6,0.25
CMR,Seed cotton,24,21,0.875
CMR,Sorghum,24,16,0.6666666666666666
CMR,Soybeans,24,4,0.16666666666666666
CMR,Sweet potatoes,24,4,0.16666666666666666
CMR,Wheat,24,24,1.0
CMR,Yams,24,4,0.16666666666666666
COD,Barley,24,24,1.0
COD,Cassava,24,14,0.5833333333333334
COD,"Groundnuts, with shell",24,13,0.5416666666666666
COD,Maize,24,15,0.625
COD,Millet,24,13,0.5416666666666666
COD,Potatoes,24,13,0.5416666666666666
COD,Pulses nes,24,21,0.875
COD,"Rice, paddy",24,14,0.5833333333333334
COD,Seed cotton,24,24,1.0
COD,Sorghum,24,13,0.5416666666666666
COD,Soybeans,24,14,0.5833333333333334
COD,Sweet potatoes,24,14,0.5833333333333334
COD,Wheat,24,10,0.4166666666666667
COD,Yams,24,15,0.625
COG,Cassava,24,21,0.875
COG,"Groundnuts, with shell",24,21,0.875
COG,Maize,24,16,0.6666666666666666
COG,Millet,23,23,1.0
COG,Potatoes,24,23,0.9583333333333334
COG,"Rice, paddy",24,21,0.875
COG,Sweet potatoes,24,23,0.9583333333333334
COG,Yams,24,24,1.0
COK,Cassava,21,21,1.0
COK,Sweet potatoes,24,23,0.9583333333333334
COL,Barley,24,0,0.0
COL,Cassava,24,0,0.0
COL,"Groundnuts, with shell",24,0,0.0
COL,Maize,24,0,0.0
COL,Potatoes,24,0,0.0
COL,"Rice, paddy",24,0,0.0
COL,Seed cotton,24,1,0.041666666666666664
COL,Sorghum,24,0,0.0
COL,Soybeans,24,0,0.0
COL,Sugar beet,24,11,0.4583333333333333
COL,Wheat,24,1,0.041666666666666664
COL,Yams,24,0,0.0
COM,Cassava,24,24,1.0
COM,"Groundnuts, with shell",24,22,0.9166666666666666
COM,Maize,24,24,1.0
COM,Potatoes,24,24,1.0
COM,Pulses nes,24,24,1.0
COM,"Rice, paddy",24,24,1.0
COM,Sweet potatoes,24,24,1.0
COM,Yams,24,24,1.0
CPV,Cassava,24,15,0.625
CPV,"Groundnuts, with shell",5,2,0.4
CPV,Maize,24,2,0.08333333333333333
CPV,Potatoes,24,12,0.5
CPV,Pulses nes,24,15,0.625
CPV,Sweet potatoes,24,13,0.5416666666666666
CRI,Cassava,24,2,0.08333333333333333
CRI,"Groundnuts, with shell",24,24,1.0
CRI,Maize,24,0,0.0
CRI,Potatoes,24,0,0.0
CRI,"Rice, paddy",24,0,0.0
CRI,Seed cotton,24,24,1.0
CRI,Sweet potatoes,24,24,1.0
CRI,Yams,24,3,0.125
CUB,Cassava,24,5,0.20833333333333334
CUB,"Groundnuts, with shell",24,23,0.9583333333333334
CUB,Maize,24,0,0.0
CUB,Potatoes,24,0,0.0
CUB,"Rice, paddy",24,0,0.0
CUB,Sorghum,24,6,0.25
CUB,Soybeans,3,3,1.0
CUB,Sweet potatoes,24,0,0.0
CUB,Yams,24,5,0.20833333333333334
CYP,Barley,24,0,0.0
CYP,"Groundnuts, with shell",18,0,0.0
CYP,Oats,24,0,0.0
CYP,Potatoes,24,0,0.0
CYP,Pulses nes,24,0,0.0
CYP,Wheat,24,0,0.0
CZE,Barley,24,0,0.0
CZE,Maize,24,0,0.0
CZE,Millet,18,16,0.8888888888888888
CZE,Oats,24,0,0.0
CZE,Potatoes,24,0,0.0
CZE,Pulses nes,24,2,0.08333333333333333
CZE,Rapeseed,24,0,0.0
CZE,Rye,24,0,0.0
CZE,Soybeans,24,0,0.0
CZE,Sugar beet,24,0,0.0
CZE,Sunflower seed,24,0,0.0
CZE,Wheat,24,0,0.0
DEU,Barley,24,0,0.0
DEU,Maize,24,0,0.0
DEU,Oats,24,0,0.0
DEU,Potatoes,24,0,0.0
DEU,Pulses nes,18,18,1.0
DEU,Rapeseed,24,0,0.0
DEU,Rye,24,0,0.0
DEU,Soybeans,21,2,0.09523809523809523
DEU,Sugar beet,24,0,0.0
DEU,Sunflower seed,24,0,0.0
DEU,Wheat,24,0,0.0
DJI,Maize,24,24,1.0
DMA,Cassava,24,24,1.0
DMA,Maize,24,24,1.0
DMA,Potatoes,24,24,1.0
DMA,Pulses nes,24,24,1.0
DMA,Sweet potatoes,24,24,1.0
DMA,Yams,24,24,1.0
DNK,Barley,24,0,0.0
DNK,Maize,14,0,0.0
DNK,Oats,24,0,0.0
DNK,Potatoes,24,0,0.0
DNK,Pulses nes,18,0,0.0
DNK,Rapeseed,24,0,0.0
DNK,Rye,24,0,0.0
DNK,Sugar beet,24,0,0.0
DNK,Wheat,24,0,0.0
DOM,Cassava,24,0,0.0
DOM,"Groundnuts, with shell",24,0,0.0
DOM,Maize,24,0,0.0
DOM,Potatoes,24,0,0.0
DOM,"Rice, paddy",24,2,0.08333333333333333
DOM,Sorghum,24,0,0.0
DOM,Sweet potatoes,24,0,0.0
DOM,Yams,24,2,0.08333333333333333
DZA,Barley,24,2,0.08333333333333333
DZA,"Groundnuts, with shell",24,2,0.08333333333333333
DZA,Maize,24,0,0.0
DZA,Oats,24,0,0.0
DZA,Potatoes,24,2,0.08333333333333333
DZA,Pulses nes,24,8,0.3333333333333333
DZA,Rapeseed,24,16,0.6666666666666666
DZA,"Rice, paddy",24,24,1.0
DZA,Seed cotton,24,24,1.0
DZA,Sorghum,24,2,0.08333333333333333
DZA,Sunflower seed,24,24,1.0
DZA,Wheat,24,1,0.041666666666666664
ECU,Barley,24,0,0.0
ECU,Cassava,24,0,0.0
ECU,"Groundnuts, with shell",24,18,0.75
ECU,Maize,24,0,0.0
ECU,Oats,24,20,0.8333333333333334
ECU,Potatoes,24,0,0.0
ECU,"Rice, paddy",24,0,0.0
ECU,Rye,24,24,1.0
ECU,Seed cotton,24,19,0.7916666666666666
ECU,Sorghum,24,21,0.875
ECU,Soybeans,24,0,0.0
ECU,Sugar beet,24,18,0.75
ECU,Sunflower seed,24,23,0.9583333333333334
ECU,Sweet potatoes,24,18,0.75
ECU,Wheat,24,0,0.0
EGY,Barley,24,2,0.08333333333333333
EGY,"Groundnuts, with shell",24,0,0.0
EGY,Maize,24,0,0.0
EGY,Potatoes,24,0,0.0
EGY,Pulses nes,24,24,1.0
EGY,"Rice, paddy",24,0,0.0
EGY,Rye,24,24,1.0
EGY,Seed cotton,24,4,0.16666666666666666
EGY,Sorghum,24,0,0.0
EGY,Soybeans,24,0,0.0
EGY,Sugar beet,24,0,0.0
EGY,Sunflower seed,24,0,0.0
EGY,Sweet potatoes,24,1,0.041666666666666664
EGY,Wheat,24,1,0.041666666666666664
ERI,Barley,24,0,0.0
ERI,"Groundnuts, with shell",24,17,0.7083333333333334
ERI,Maize,24,0,0.0
ERI,Millet,24,0,0.0
ERI,Potatoes,24,16,0.6666666666666666
ERI,Pulses nes,24,24,1.0
ERI,Sorghum,24,0,0.0
ERI,Wheat,24,0,0.0
ESP,Barley,24,0,0.0
ESP,"Groundnuts, with shell",18,5,0.2777777777777778
ESP,Maize,24,0,0.0
ESP,Millet,18,3,0.16666666666666666
ESP,Oats,24,0,0.0
ESP,Potatoes,24,0,0.0
ESP,Pulses nes,24,2,0.08333333333333333
ESP,Rapeseed,24,0,0.0
ESP,"Rice, paddy",24,0,0.0
ESP,Rye,24,0,0.0
ESP,Seed cotton,23,1,0.043478260869565216
ESP,Sorghum,24,0,0.0
ESP,Soybeans,24,0,0.0
ESP,Sugar beet,24,0,0.0
ESP,Sunflower seed,24,0,0.0
ESP,Sweet potatoes,18,0,0.0
ESP,Wheat,24,0,0.0
EST,Barley,24,0,0.0
EST,Oats,24,0,0.0
EST,Potatoes,24,0,0.0
EST,Pulses nes,12,1,0.08333333333333333
EST,Rapeseed,24,0,0.0
EST,Rye,24,0,0.0
EST,Wheat,24,0,0.0
ETH,Barley,24,5,0.20833333333333334
ETH,"Groundnuts, with shell",24,1,0.041666666666666664
ETH,Maize,24,7,0.2916666666666667
ETH,Millet,24,3,0.125
ETH,Oats,24,6,0.25
ETH,Potatoes,24,7,0.2916666666666667
ETH,Pulses nes,24,9,0.375
ETH,Rapeseed,24,5,0.20833333333333334
ETH,"Rice, paddy",17,11,0.6470588235294118
ETH,Seed cotton,24,22,0.9166666666666666
ETH,Sorghum,24,8,0.3333333333333333
ETH,Soybeans,24,10,0.4166666666666667
ETH,Sunflower seed,17,1,0.058823529411764705
ETH,Sweet potatoes,24,7,0.2916666666666667
ETH,Wheat,24,8,0.3333333333333333
ETH,Yams,11,1,0.09090909090909091
F206,Cassava,12,12,1.0
F206,"Groundnuts, with shell",12,0,0.0
F206,Maize,12,2,0.16666666666666666
F206,Millet,12,1,0.08333333333333333
F206,Potatoes,12,1,0.08333333333333333
F206,Pulses nes,12,12,1.0
F206,"Rice, paddy",12,2,0.16666666666666666
F206,Seed cotton,12,0,0.0
F206,Sorghum,12,1,0.08333333333333333
F206,Sunflower seed,12,1,0.08333333333333333
F206,Sweet potatoes,12,3,0.25
F206,Wheat,12,2,0.16666666666666666
F206,Yams,12,12,1.0
F351,Barley,24,6,0.25
F351,Cassava,24,24,1.0
F351,"Groundnuts, with shell",24,0,0.0
F351,Maize,24,2,0.08333333333333333
F351,Millet,24,2,0.08333333333333333
F351,Oats,24,21,0.875
F351,Potatoes,24,10,0.4166666666666667
F351,Pulses nes,24,8,0.3333333333333333
F351,Rapeseed,24,0,0.0
F351,"Rice, paddy",24,0,0.0
F351,Rye,24,22,0.9166666666666666
F351,Seed cotton,24,5,0.20833333333333334
F351,Sorghum,24,2,0.08333333333333333
F351,Soybeans,24,1,0.041666666666666664
F351,Sugar beet,24,0,0.0
F351,Sunflower seed,24,1,0.041666666666666664
F351,Sweet potatoes,24,15,0.625
F351,Wheat,24,0,0.0
FIN,Barley,24,0,0.0
FIN,Oats,24,0,0.0
FIN,Potatoes,24,0,0.0
FIN,Rapeseed,24,0,0.0
FIN,Rye,24,0,0.0
FIN,Sugar beet,24,0,0.0
FIN,Wheat,24,0,0.0
FJI,Cassava,24,7,0.2916666666666667
FJI,"Groundnuts, with shell",24,24,1.0
FJI,Maize,24,7,0.2916666666666667
FJI,Potatoes,20,10,0.5
FJI,Pulses nes,24,12,0.5
FJI,"Rice, paddy",24,6,0.25
FJI,Sorghum,24,24,1.0
FJI,Sweet potatoes,24,4,0.16666666666666666
FJI,Yams,24,3,0.125
FRA,Barley,24,0,0.0
FRA,Maize,24,0,0.0
FRA,Millet,17,17,1.0
FRA,Oats,24,0,0.0
FRA,Potatoes,24,0,0.0
FRA,Pulses nes,24,15,0.625
FRA,Rapeseed,24,0,0.0
FRA,"Rice, paddy",24,0,0.0
FRA,Rye,24,0,0.0
FRA,Sorghum,24,0,0.0
FRA,Soybeans,24,0,0.0
FRA,Sugar beet,24,0,0.0
FRA,Sunflower seed,24,0,0.0
FRA,Wheat,24,0,0.0
FRO,Potatoes,24,24,1.0
FSM,Cassava,24,24,1.0
FSM,Maize,24,24,1.0
FSM,"Rice, paddy",24,24,1.0
FSM,Sorghum,24,24,1.0
FSM,Sweet potatoes,24,24,1.0
GAB,Cassava,24,24,1.0
GAB,"Groundnuts, with shell",24,24,1.0
GAB,Maize,24,24,1.0
GAB,Pulses nes,24,24,1.0
GAB,"Rice, paddy",24,24,1.0
GAB,Soybeans,24,24,1.0
GAB,Sweet potatoes,24,24,1.0
GAB,Yams,24,24,1.0
GBR,Barley,24,0,0.0
GBR,Oats,24,0,0.0
GBR,Potatoes,24,0,0.0
GBR,Pulses nes,24,11,0.4583333333333333
GBR,Rapeseed,24,0,0.0
GBR,Rye,24,0,0.0
GBR,Sugar beet,24,0,0.0
GBR,Wheat,24,0,0.0
GEO,Barley,24,0,0.0
GEO,"Groundnuts, with shell",24,17,0.7083333333333334
GEO,Maize,24,0,0.0
GEO,Oats,24,1,0.041666666666666664
GEO,Potatoes,24,0,0.0
GEO,Rye,22,13,0.5909090909090909
GEO,Soybeans,24,13,0.5416666666666666
GEO,Sugar beet,4,2,0.5
GEO,Sunflower seed,24,1,0.041666666666666664
GEO,Wheat,24,0,0.0
GHA,Cassava,24,6,0.25
GHA,"Groundnuts, with shell",24,1,0.041666666666666664
GHA,Maize,24,1,0.041666666666666664
GHA,Millet,24,3,0.125
GHA,Oats,24,24,1.0
GHA,Pulses nes,24,24,1.0
GHA,"Rice, paddy",24,3,0.125
GHA,Seed cotton,24,22,0.9166666666666666
GHA,Sorghum,24,4,0.16666666666666666
GHA,Soybeans,16,5,0.3125
GHA,Sweet potatoes,24,24,1.0
GHA,Yams,24,3,0.125
GIN,Cassava,24,1,0.041666666666666664
GIN,"Groundnuts, with shell",24,0,0.0
GIN,Maize,24,0,0.0
GIN,Millet,24,17,0.7083333333333334
GIN,Potatoes,21,13,0.6190476190476191
GIN,Pulses nes,24,24,1.0
GIN,"Rice, paddy",24,3,0.125
GIN,Seed cotton,24,24,1.0
GIN,Sorghum,24,17,0.7083333333333334
GIN,Sweet potatoes,24,16,0.6666666666666666
GIN,Yams,24,16,0.6666666666666666
GLP,Cassava,7,5,0.7142857142857143
GLP,Pulses nes,7,5,0.7142857142857143
GLP,Sweet potatoes,7,5,0.7142857142857143
GLP,Yams,7,5,0.7142857142857143
GMB,Cassava,24,24,1.0
GMB,"Groundnuts, with shell",24,5,0.20833333333333334
GMB,Maize,24,6,0.25
GMB,Millet,24,6,0.25
GMB,Pulses nes,16,16,1.0
GMB,"Rice, paddy",24,9,0.375
GMB,Seed cotton,24,22,0.9166666666666666
GMB,Sorghum,24,6,0.25
GNB,Cassava,24,17,0.7083333333333334
GNB,"Groundnuts, with shell",24,16,0.6666666666666666
GNB,Maize,24,10,0.4166666666666667
GNB,Millet,24,13,0.5416666666666666
GNB,Pulses nes,24,24,1.0
GNB,"Rice, paddy",24,14,0.5833333333333334
GNB,Seed cotton,24,24,1.0
